fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern
NF,,,,,51.621244,-115.608378,2166.0,,,,,41.0,180.0,,,,,20,
NF,,,,,51.621244,-115.608378,2129.0,,,,,62.0,113.0,,,,,20,
NF,,,,,51.621244,-115.608378,2055.0,,,,,56.0,99.0,,,,,20,
NF,,,,,51.621244,-115.608378,2010.0,,,,,18.0,106.0,,,,,20,
C2,,,,,51.621244,-115.608378,2018.0,,,,,4.0,169.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2014.0,,,,,14.0,103.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1987.0,,,,,22.0,104.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1965.0,,,,,18.0,128.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1958.0,,,,,17.0,155.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1953.0,,,,,21.0,143.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1934.0,,,,,15.0,158.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1941.0,,,,,12.0,195.0,,,0.8,,20,
C1,,,,,51.621244,-115.608378,2190.0,,,,,20.0,97.0,,,0.75,,20,
C1,,,,,51.621244,-115.608378,2146.0,,,,,45.0,82.0,,,0.75,,20,
NF,,,,,51.621244,-115.608378,2097.0,,,,,46.0,73.0,,,,,20,
NF,,,,,51.621244,-115.608378,2062.0,,,,,34.0,71.0,,,,,20,
C2,,,,,51.621244,-115.608378,2041.0,,,,,18.0,81.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2031.0,,,,,9.0,201.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2045.0,,,,,35.0,227.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2082.0,,,,,50.0,219.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2114.0,,,,,45.0,188.0,,,0.8,,20,
NF,,,,,51.621244,-115.608378,2099.0,,,,,49.0,133.0,,,,,20,
NF,,,,,51.621244,-115.608378,2044.0,,,,,49.0,111.0,,,,,20,
C2,,,,,51.621244,-115.608378,2008.0,,,,,19.0,121.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2009.0,,,,,9.0,176.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2005.0,,,,,15.0,125.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1985.0,,,,,24.0,105.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1958.0,,,,,21.0,111.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1943.0,,,,,18.0,137.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1934.0,,,,,20.0,144.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1920.0,,,,,15.0,172.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1929.0,,,,,13.0,201.0,,,0.8,,20,
O1a,,,,,51.621244,-115.608378,2199.0,,,,,19.0,47.0,,,0.35,60.0,20,
O1a,,,,,51.621244,-115.608378,2171.0,,,,,39.0,52.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,2136.0,,,,,52.0,51.0,,,0.8,,20,
NF,,,,,51.621244,-115.608378,2084.0,,,,,52.0,58.0,,,,,20,
NF,,,,,51.621244,-115.608378,2045.0,,,,,33.0,73.0,,,,,20,
C2,,,,,51.621244,-115.608378,2023.0,,,,,10.0,123.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2028.0,,,,,20.0,220.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2046.0,,,,,33.0,206.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2057.0,,,,,44.0,185.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2063.0,,,,,45.0,154.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2023.0,,,,,41.0,129.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1995.0,,,,,19.0,141.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1998.0,,,,,12.0,172.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1993.0,,,,,15.0,139.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1978.0,,,,,23.0,114.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1951.0,,,,,24.0,111.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1931.0,,,,,21.0,124.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1913.0,,,,,18.0,140.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1905.0,,,,,12.0,187.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1918.0,,,,,12.0,206.0,,,0.8,,20,
O1a,,,,,51.621244,-115.608378,2210.0,,,,,15.0,45.0,,,0.35,60.0,20,
O1a,,,,,51.621244,-115.608378,2193.0,,,,,25.0,58.0,,,0.35,60.0,20,
C1,,,,,51.621244,-115.608378,2176.0,,,,,40.0,62.0,,,0.75,,20,
C2,,,,,51.621244,-115.608378,2122.0,,,,,58.0,69.0,,,0.8,,20,
NF,,,,,51.621244,-115.608378,2057.0,,,,,50.0,77.0,,,,,20,
C2,,,,,51.621244,-115.608378,2014.0,,,,,20.0,96.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2018.0,,,,,14.0,191.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2025.0,,,,,25.0,179.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2011.0,,,,,35.0,174.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2010.0,,,,,38.0,165.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1995.0,,,,,31.0,149.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1984.0,,,,,17.0,161.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1985.0,,,,,14.0,168.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1978.0,,,,,18.0,148.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1968.0,,,,,23.0,128.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1941.0,,,,,25.0,116.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1920.0,,,,,23.0,117.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1898.0,,,,,16.0,133.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1898.0,,,,,11.0,198.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1907.0,,,,,12.0,201.0,,,0.8,,20,
O1a,,,,,51.621244,-115.608378,2220.0,,,,,12.0,71.0,,,0.35,60.0,20,
C1,,,,,51.621244,-115.608378,2194.0,,,,,20.0,85.0,,,0.75,,20,
O1a,,,,,51.621244,-115.608378,2176.0,,,,,31.0,87.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,2133.0,,,,,55.0,85.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2067.0,,,,,57.0,85.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2017.0,,,,,29.0,90.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,2001.0,,,,,10.0,136.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1994.0,,,,,15.0,151.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1984.0,,,,,16.0,151.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1978.0,,,,,15.0,154.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1971.0,,,,,13.0,150.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1969.0,,,,,8.0,171.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1971.0,,,,,8.0,149.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1959.0,,,,,14.0,129.0,,,0.8,,20,
O1a,,,,,51.621244,-115.608378,1948.0,,,,,17.0,119.0,,,0.35,60.0,20,
O1a,,,,,51.621244,-115.608378,1930.0,,,,,20.0,107.0,,,0.35,60.0,20,
O1a,,,,,51.621244,-115.608378,1912.0,,,,,22.0,102.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,1886.0,,,,,13.0,113.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1887.0,,,,,7.0,212.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,1893.0,,,,,7.0,206.0,,,0.8,,20
